name,weight_type,host,model_type,model_subfolder,repo_id,filename,subfolder,repo_type,revision
flux1dev,fp16,hf,diffusion_models,flux1dev,black-forest-labs/FLUX.1-dev,flux1-dev.safetensors
flux1dev-vae,fp16,hf,vae,flux1dev,black-forest-labs/FLUX.1-dev,ae.safetensors
flux1dev-clip,fp16,hf,text_encoders,flux1dev,comfyanonymous/flux_text_encoders,clip_l.safetensors
t5xxl,fp16,hf,text_encoders,t5xxl,comfyanonymous/flux_text_encoders,t5xxl_fp16.safetensors
GetPhatV11,fp16,civitai,diffusion_models,flux1dev,861840,0,,,2060393
JibMixFluxV12,fp16,civitai,diffusion_models,flux1dev,686814,0,,,2319074
FuxCapacityV40,fp16,civitai,diffusion_models,flux1dev,679262,0,,,2298051
UltraFineTuneV4,fp16,civitai,diffusion_models,flux1dev,978314,0,,,1413133
FluxedUpV51,fp16,civitai,diffusion_models,flux1dev,847101,0,,,2278561
RemixV1Low,fp16,civitai,diffusion_models,wan2.2/remix,2003153,0,,,2289612
RemixV1High,fp16,civitai,diffusion_models,wan2.2/remix,2003153,0,,,2289469
umt5-nsfw,fp8,hf,text_encoders,umt5,NSFW-API/NSFW-Wan-UMT5-XXL,nsfw_wan_umt5-xxl_fp8_scaled.safetensors
umt5-nsfw,fp16,hf,text_encoders,umt5,NSFW-API/NSFW-Wan-UMT5-XXL,nsfw_wan_umt5-xxl_fp8_scaled.safetensors
wan2.1-vae,fp16,hf,vae,wan2.1,Comfy-Org/Wan_2.1_ComfyUI_repackaged,split_files/vae/wan_2.1_vae.safetensors
